S.No,Date,Index Value PR,Market CAP PR,Divisor PR,Index Value TR,Market CAP TR,Divisor TR,Index Value NTR,Market CAP NTR,Divisor NTR,ISIN,Currency,Country,TAX,Share PR,Share TR,Share NTR,Local Price,Index PRICE,MCAP PR,MCAP TR,MCAP NTR,Currency Price,Price Date,Weight PR,Weight TR,Weight NTR,Dividend,Special Dividend,Split,Spin
1,07/27/20,1000,100000,100.0,1000,100000,100.0,1000,100000,100.0,KR7000810002,KRW,South Korea,22.0,67.5819209039548,67.5819209039548,67.5819209039548,177000.0,147.9685671292426,9999.999999999998,9999.999999999998,9999.999999999998,0.0008359806052499582,07/27/20,10.0,10.0,10.0,,,,
1,07/27/20,1000,100000,100.0,1000,100000,100.0,1000,100000,100.0,IT0001233417,EUR,Italy,26.0,62534.31260229131,62534.31260229131,62534.31260229131,1.222,1.4392098714250887,89999.99999999999,89999.99999999999,89999.99999999999,1.1777494856179123,07/27/20,90.0,90.0,90.0,,,,
